Unnamed: 0,index,site_store,b2b_b2c,channel_id,region,city_level,store_concept,trade_term,area_range,store_type,urbanization,branch_area,address_2,address_3,showroom_area,warehouse_area,start_month,start_year,end_month,end_year,note,customer_id,customer_name
830,830,1502,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,ba6c534892af34085205ecd3b3af753198cbc51d522c3,VLG,118.3,75.7,1,2013,,,,ca86785be,customer1103
831,831,1503,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,850894eff91ce07e5533a518a8b57e5a788bd95e08e7cd,AGG,150,151,8,2022,,,Thanh lý  dời sang dịa chỉ khác khai trương ngày28/08/2022,dfa3b8845,customer49
832,832,1503,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,1baf0a5cdfffb041aa047c8eafcd6f51f9770b4893a2a329,AGG,150,151,8,2022,,,Thanh lý  dời sang dịa chỉ khác khai trương ngày28/08/2022,5562af8a5,customer49
833,833,1504,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,7962cacb13d823bf73eccfd9cd73ce4dd635c61,CMU,140,100,7,2020,,,,41fd17be1,customer156
834,834,1504,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,7a68b3843355152d577516237be1531291a3df17,CMU,140,100,7,2020,,,,acc0cad44,customer156
835,835,1505,B2C,CHTT,KVMT,Cấp 1,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,TT hành chính kinh tế,CNMT,dc110f7cd4bcec8d86de8c0407b3fa7654589ab8c7a7,CTƠ,173.9,81.7,8,2010,,,,9654e071d,customer130
836,836,1506,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,> 200 m2,Độc lập,Nội thành,CNMT,e541fdb4d3cac8881b66326c7ec9776625f4ae2da488e3f,KGG,201.6,72,6,2011,,,,0ce7c90d7,customer67
837,837,1506,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,> 200 m2,Độc lập,Nội thành,CNMT,19f0a148f6b8b30979cba00786eb016b3151dffdf1b9573,KGG,201.6,72,6,2011,,,,5b8b3c502,customer67
838,838,1507,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,eeeaff3f6280e2065fd6995c2323f47015633e75,ĐTP,127.8,122.2,4,2012,,,,8e83175f9,customer314
839,839,1507,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,62edeb1f8a2b82c64b867a92d191dd95f83ef6c8f,ĐTP,127.8,122.2,4,2012,,,,5b00b0c2d,customer1357
840,840,1508,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMT,1d8d16067e3b7dc0f7fae0da0cb18e9b560e49995231,TVH,150.15,67.5,5,2018,,,,167a78f6f,customer623
841,841,1508,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMT,10d7e515f6e7d7a1ae398ab01129234ea139ba28da1,TVH,150.15,67.5,5,2018,,,,8c6b47508,customer820
842,842,1509,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,2bc624846be4a88e5fddcb3b62e9e36f0df4c8e2127d943,STG,131.3,84.4,11,2018,,,,3f7aebc18,customer962
843,843,1509,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,270049c8d5a270c4c294cada860d22cd7c91ecc70fc53b,STG,131.3,84.4,11,2018,,,,176c48ec0,customer1620
844,844,1510,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,e1038065b6362b77da36c9256ce0faf91885871f9f,ĐTP,109.2,102.96,5,2014,,,,c4b296c29,customer1037
845,845,1511,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,18b2d497461cf6b09f59175919e58879984c623802fc4c7b,BLU,119,85,6,2014,,,,b8d51499a,customer390
846,846,1511,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,edf4f114e786c9bc91a8e4b87205a34aaced9bd763fe601,BLU,119,85,6,2014,,,,2c1988661,customer697
847,847,1512,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,bb0d102d641282dc55261f5929557a3176571b138b5c7d,CTƠ,142,90,12,2022,,,mở thay thế,870fde533,customer107
848,848,1512,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,7853387b8d6319b0b4935618147c8c84137c41a664c3c95,CTƠ,142,90,12,2022,,,mở thay thế,14fe8b4c3,customer107
849,849,1513,B2C,CHTT,KVMT,Cấp 1,Cửa hàng B thông thường,Drop-ship,> 200 m2,Độc lập,TT hành chính kinh tế,CNMT,1e48172225dded64ad03bdccc581811f3385216697e3d,CTƠ,209,114.42,11,2014,,,,3ec77a1f4,customer84
850,850,1514,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,36b78158af312352d7d2e34af14b6ca89a40690a0692d,HGG,112.5,72,8,2017,,,,e3c296a10,customer248
851,851,1514,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,521f12fc29979cfb4f6abfb8e8398cd70d5884a495ee17,HGG,112.5,72,8,2017,,,,3f0789a75,customer294
852,852,1515,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMT,2b55ea4196593c103963279bc25f7ccb8df42449df2c175,AGG,168.2,132.5,1,2017,,,,072e2f760,customer186
853,853,1515,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMT,29768ff04d1424403b19199b64cb5bea5d715f0cd5a5a81,AGG,168.2,132.5,1,2017,,,,23dc5cceb,customer186
854,854,1516,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nông thôn,CNMT,5864d5efee6b765ce4a1dc14bb6c2bc824b9b0943d,CMU,168.5,83,1,2018,,,,47512db55,customer1240
855,855,1517,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMT,463ca8a9ab6fde641ba6cc6eea8f3fefee7e23c1663bb467c9,AGG,60,52,8,2015,,,,c8dc2fd37,customer379
856,856,1517,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMT,2bd15dcda7a4fae635d4ef9082665e3f2d3505640a256fc0f,AGG,60,52,8,2015,,,,02dc0d772,customer845
857,857,1518,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMT,17dce1e68b54a8d30e44c5d1414b84fae48010c52a89e3b,KGG,69.1,106.5,11,2015,,,,fe306672e,customer483
858,858,1518,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMT,4f9e48e451c4751e53dff123e061d288a7c3ac7ebf737cbf,KGG,69.1,106.5,11,2015,,,,e92c09d41,customer1155
859,859,1519,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMT,8093372cfb86451c82fcbb6a4f2a94d0cf0fd477913e9bc1,ĐTP,128,101.2,8,2016,,,,839e7f8ea,customer786
860,860,1519,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMT,3e0d137e4925a43f8a62956e10149c18624fe8ce8a41677d3,ĐTP,128,101.2,8,2016,,,,89703b970,customer1511
861,861,1520,B2C,CHTT,KVMT,Cấp 1,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,143fb1e1c68569e276e50502e34dff8e4c9d036a0cef6f,CTƠ,121.8,73.08,7,2017,,,,448d24e1c,customer956
862,862,1521,B2C,CHTT,KVMT,Cấp 1,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,27c679a584e731e405f0eca9631d9518a7ff51,CTƠ,121.18,54.4,12,2016,,,,1f65b124a,customer874
863,863,1521,B2C,CHTT,KVMT,Cấp 1,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,29a2a60f6de8a9830e435973c45e32287d7f13,CTƠ,121.18,54.4,12,2016,,,,3d17f9dd2,customer1668
864,864,1522,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMT,425e821741b559efd156e8f215eb1c026075cab4c90739a913b,HGG,100.7,127.2,3,2017,,,,29d7e825e,customer942
865,865,1522,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMT,77c8cbf587ce81f4e9873ee25b12c3e12dbc822ae6bf17838c7,HGG,100.7,127.2,3,2017,,,,bc88acf6f,customer868
866,866,1523,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,e7961cfa897189d0f72c3cfaee98885bfb608537,CMU,139.3,112.54,5,2017,,,,69b2afa4a,customer1991
867,867,1523,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMT,bc4947c07643fc4a592f223a2cfc4b865efeec5,CMU,139.3,112.54,5,2017,,,,b88e00cfd,customer1838
868,868,1524,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMT,9dcc9c10d8db81f94e49bafaa920b72eabd55817dd1e313,KGG,87.7,70,6,2017,3,2021,,e9b3be8b4,customer747
869,869,1524,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMT,10bb7b7c554a1acaafb604353b1496a420083d9fc5d1a921,KGG,87.7,70,6,2017,3,2021,,335f0c84c,customer890
870,870,1525,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMT,1984f3810ea384a7c4fe87658b6250757f3598ca2780bd2d1f,ĐTP,122.6,79.3,7,2017,,,,bf3d377de,customer970
871,871,1525,B2C,CHTT,KVMT,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMT,d34f6b4379a303eb89149d47858df162dc3bed8b4704ca4d1d,ĐTP,122.6,79.3,7,2017,,,,137211b67,customer1141
872,872,1526,B2C,CHTT,KVMT,Cấp 1,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,TT hành chính kinh tế,CNMT,238aafb884defe3ebd1d0576c3c3385df2ea8025fccf5,CTƠ,177,155,1,2018,,,,358041268,customer188
873,873,1527,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMT,be9b11d2d870041489a17444163f63c5d1db5d2ac99f0d,STG,80,55,9,2018,,,,9699c344c,customer2009
874,874,1527,B2C,CHTT,KVMT,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMT,37edd6ffbdba0579f565b8832db35faac3fc3001405b0bc3,STG,80,55,9,2018,,,,5bed1e57c,customer435
875,875,1601,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,> 200 m2,Độc lập,Nội thành,CNMTR-TN,dcb4437990c2ea1377f33b131470cce7de422551e3cdacdebebec1da31,ĐLK,264,108.5,2,2002,,,,3a2bd9fa3,customer142
876,876,1602,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,46b1cea0eb4037411fd9cecc4656a4020dfa3ea587b,KHA,129.6,83.55,3,2005,,,,9de04ba6f,customer43
877,877,1602,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,fb3c9ea5fd5ef4d03575d2ef495086e3df15e32c5a1,KHA,129.6,83.55,3,2005,,,,b0d09b243,customer43
878,878,1603,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,3b1bc9dca1a6c207fc13fd083218b2a9ead80b,GLI,122,49.175,7,2022,,,Thanh lý  ngày 17.06.22.dời sang dịa chỉ khác khai trương ngày 15/07/2022,d6533d315,customer1999
879,879,1604,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,75b56420691ce1f33188a64243d5842df5a394ecdeeaca4c699c96f690e841f9cb69,NTN,82.8,84.95,12,2011,,,,555f0d182,customer1721
880,880,1604,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,d61ee2519da98b87ecdd847c19d8b8cfc3be2c8c708e527a45b6493c2d0c3d7955,NTN,82.8,84.95,12,2011,,,,3a003965b,customer857
881,881,1605,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMTR-TN,1e233929b414ee85e6a163e0e8204d66568e83f0a523257e4dbf,LĐG,96.4,65.94,7,2012,,,,96ab10c27,customer180
882,882,1605,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMTR-TN,3ecbdb7d360899114584c3de140879a9e111f7094fca4812641,LĐG,96.4,65.94,7,2012,,,,1f259314c,customer180
883,883,1606,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,20db17c6dd076beeb7dfb4ec5028ad1cb60a994bd65,KHA,128.9,89,1,2012,,,,11b90ec46,customer77
884,884,1607,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,263897c8281fe05c618574aa8c78523dbd8c2e60abc61c09dc3919255,ĐLK,128,114,1,2013,,,,26d9ea0ef,customer78
885,885,1607,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,ffb62186656cc0d2ef604748a579a3482961908f8127471fd7ef2ae4c1,ĐLK,128,114,1,2013,,,,6dde4e960,customer78
886,886,1608,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,191a8acef9eff28ffac01f23fbacc8647b371c55e1c5353,LĐG,90,39,7,2013,,,,cf814a40a,customer99
887,887,1608,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,fe2f0e2d2c49e6ba7ad8491fe9566e23d4c72e6fe3b507,LĐG,90,39,7,2013,,,,ff522b500,customer99
888,888,1609,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMTR-TN,affc6a8ffccad6667c52b7fe94e275d97e142012dd2e3,LĐG,167.62,59,10,2013,,,,db886bb46,customer117
889,889,1610,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,2eb8bbcfea498735d7973455de9c7075920a1ec55,PYN,115.2,83.5,4,2014,,,,927fcb550,customer46
890,890,1610,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,13334183505ef176696db01da0472bc59668874787,PYN,115.2,83.5,4,2014,,,,0b460db97,customer46
891,891,1611,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,13241f91c27061dd4aef2274dbf1f0b4a125e322a25,KHA,135,72.93,6,2014,5,2022,,35866337c,customer871
892,892,1611,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,245cd167dbecd44be9881cc5e95cf98e85ab4858e44b,KHA,135,72.93,6,2014,5,2022,,76c433f6b,customer1309
893,893,1612,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,3baa2a0d74ace19cdc3a8e8ef5fb184850b41,GLI,130.2,153.9,8,2014,,,,e8b42ff8f,customer823
894,894,1612,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,3664eaefc3c63c6e965441cfe438218c21281,GLI,130.2,153.9,8,2014,,,,bc534947b,customer1784
895,895,1613,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,1427da3f88fe905e67489f82ba1d70b66a4fa37,KTM,120.36,72.8,8,2014,,,,8e833bd11,customer685
896,896,1613,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,5b39da23c9d5020f1ff9b5f3e7a6bf85604a8a01,KTM,120.36,72.8,8,2014,,,,dcf178678,customer1282
897,897,1614,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,d70346d0e3f51e03fea3ec47621c2aa409fd4de77954b,BĐH,141.74,73.47,9,2018,6,2021,,0c0ce421a,customer1227
898,898,1614,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,147d5bf8aebbfe5921121b134ef66742b244b43ba33771,BĐH,141.74,73.47,9,2018,6,2021,,c4daff7f8,customer653
899,899,1615,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,25eb5449a0e92d6b424b3f46b040b840902ee990f4c36b,LĐG,87,53.56,1,2016,,,,0196d459c,customer1793
900,900,1615,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,621fce5b45b095c6232ee443879a3756969ec737b601,LĐG,87,53.56,1,2016,,,,fabe3eecf,customer892
901,901,1616,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,2019bb27d2d7a2b78d8cbe1892c3c980ecf0aed3ca094b6c016bcdf89,ĐLK,146,82,1,2017,,,,defcd249c,customer1184
902,902,1617,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,10c890a49974dcd083d4ee35bd7265f852ab57798f8e9,ĐLK,110,60,9,2023,,,,2218e8f3c,customer171
903,903,1618,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,Closed,Độc lập,Nông thôn,CNMTR-TN,c1cc8f222136b0f70f8973f04954f27b3183,LĐG,Closed,Closed,5,2017,4,2020,,c0829d47f,customer903
904,904,1618,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,Closed,Độc lập,Nông thôn,CNMTR-TN,32ff68de19cc1fcf8f8c2045734d9ab4bc7af,LĐG,Closed,Closed,5,2017,4,2020,,c4c289980,customer539
905,905,1619,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,Closed,Độc lập,Nông thôn,CNMTR-TN,3ba90f3fd99c96959a08d22ebd90bdbbfde57af7,LĐG,Closed,Closed,5,2017,3,2019,,07597e4e2,customer862
906,906,1619,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,Closed,Độc lập,Nông thôn,CNMTR-TN,388aa28822efce160601c8cbb67d21b030178c35,LĐG,Closed,Closed,5,2017,3,2019,,8630c550d,customer347
907,907,1620,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMTR-TN,36b0ef75427af1b359876d0c5c5be7ab66de556746b,BĐH,161,78,12,2011,,,,109f8cf80,customer1713
908,908,1620,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMTR-TN,3f06288b7e6362a1b0fbf7ca14ac50cadb686200d33,BĐH,161,78,12,2011,,,,8c83122b0,customer543
909,909,1621,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,15f4a4df269eeb7c325ea2da34e8779b1c074239371,BĐH,99.8,59.9,6,2017,,,,299feddd6,customer111
910,910,1622,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,1604a7fb95ed3d390c86b41b8a90a1d25b146b0e5,BĐH,138,60.7,10,2017,,,,36c1e6a9e,customer411
911,911,1622,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,5d1800b8aa367f262c6e13a30549e6277c5647ff,BĐH,138,60.7,10,2017,,,,587b4fc32,customer1132
912,912,1623,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,1985507d957689d1870309333af4e583e05569d,GLI,138.24,74,12,2017,,,,52b249fe4,customer1320
913,913,1623,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,ef691d41de884d50eed28f58918992d7ec6c5,GLI,138.24,74,12,2017,,,,8e6b8058d,customer1334
914,914,1624,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,64f1b74f873af8faa1c0cc9269885b837ed56fdd6976338f,ĐLK,117,66.6,1,2018,,,,815fd0fa2,customer852
915,915,1624,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMTR-TN,88518176d758c7c4fcce53cccf84e232f47e9a9761178c1,ĐLK,117,66.6,1,2018,,,,3d72c3726,customer953
916,916,1625,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,1e32c51253d51141b3ddade7d5af6fc1a2451e18765b,KHA,103,80,1,2018,,,,1692d1918,customer147
917,917,1626,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,aba24b8104b5fc69edab0e653ae4527826d1530db5,KHA,121.27,83.72,8,2018,,,,59c7c8560,customer1873
918,918,1626,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,5438d64e03206a9bd3b777a7885a44c763b16bce1,KHA,121.27,83.72,8,2018,,,,2c6351395,customer1741
919,919,1627,B2C,CHTT,KVTN,Còn lại,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMTR-TN,c3691e886097f4ab337aacd8e955bf63ab,ĐLK,100,61,7,2018,2,2022,,3e1bc6346,customer1766
920,920,1628,B2C,CHTT,KVTN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMTR-TN,3c16747287e465b4926a38ad5c14dbc811aeac174471b70fdc846e51ac51aabb8913,NTN,120,65,11,2018,10,2021,,e4766b493,customer1058
921,921,1801,B2C,CHTT,KVMTR,Cấp 1,Cửa hàng B Special,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,5387bbb2148fe60dffe97d7d0723f8f896f2252b705,ĐNG,51.75,19.8,2,2018,Closed,Closed,CHUYỂN QUA SITE 1418 RỒI,bcc14b63c,customer1679
922,922,1801,B2C,CHTT,KVMTR,Cấp 1,Cửa hàng B Special,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMTR-TN,14be647fa823be5a79003e6350e3b4e83c3bd28b544b,ĐNG,51.75,19.8,2,2018,Closed,Closed,CHUYỂN QUA SITE 1418 RỒI,465640b9b,customer562
923,923,1802,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B Special,Drop-ship,<= 50 m2,Độc lập,TT hành chính kinh tế,CNMB,7c1a1430bfac667cb9cb119474732a738255cf5475731d5b,HNI,50,0,Closed,Closed,10,2020,,bb1faa90b,customer1221
924,924,1802,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B Special,Drop-ship,<= 50 m2,Độc lập,TT hành chính kinh tế,CNMB,e98dd91e054e79ac99be39409056f32b3b7c4424f681437,HNI,50,0,Closed,Closed,10,2020,,0c714eac6,customer1576
925,925,1803,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B Premium,Drop-ship,50 m2 < và <= 100 m2,Độc lập,TT hành chính kinh tế,CNMN,b4798d18de1689f370c2c0ed9,HCM,72,,7,2018,4,2023,,f00886420,customer639
