Unnamed: 0,index,site_store,b2b_b2c,channel_id,region,city_level,store_concept,trade_term,area_range,store_type,urbanization,branch_area,address_2,address_3,showroom_area,warehouse_area,start_month,start_year,end_month,end_year,note,customer_id,customer_name
495,495,60002387,B2B,TGPP,KVMTR,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,34e64beea5a88bd83e8f7203c0d6523f63bf189067eac1b93,QTI,,,5,2013,Closed,2019,,f27432d3e,customer8
496,496,60002604,B2B,TGPP,KVMTR,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,189346dd1f5ce788493d0c4b977b7,Closed,,,6,2014,Closed,2019,,bf5bad768,customer8
497,497,60002726,B2B,TGPP,KVMTR,Cấp 1,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMTR-TN,18979c6bf1bed2804735cf590ef4122e184bbf8af,ĐNG,,,12,2014,Closed,Closed,,aa0ac62c4,customer380
498,498,60002735,B2B,TGPP,KVMTR,Cấp 1,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Nội thành,CNMTR-TN,74849c7158af6b53e7317a2521c8314fff8be046f2746bf9,ĐNG,,,12,2014,,,,921db4fff,customer1042
499,499,60002876,B2B,TGPP,KVMTR,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,4d8954e53e4712ea0dc8dbad04b2ab4edf96b2bb0a537,QTI,,,7,2015,Closed,Closed,,b1d5d5e37,customer341
500,500,60002895,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,b1055b732f5b2aeb2b97788a2ba8f,Closed,,,7,2015,Closed,2019,,2a06ca0d4,customer8
501,501,60002898,B2B,TGPP,KVMTR,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,7cdfa36411089abd260d42a68e73a38bdbd272b,QTI,,,7,2015,Closed,2019,,95b33e9e1,customer8
502,502,60002927,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,86356b26f67e3840b8a723e4d5a39b,Closed,,,10,2015,Closed,2019,,358181077,customer8
503,503,60002980,B2B,TGPP,KVMTR,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMTR-TN,3f396437bf180d03e33d77d844e222d729305d3c5364862e0d85,QBH,,,1,2016,Closed,2019,,5682969ea,customer8
504,504,60003012,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,887d2ad0740f4857c63255cceed3b,Closed,,,8,2016,Closed,2019,,39d92a02a,customer8
505,505,60003030,B2B,TGPP,KVMTR,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,3a84c0a402d7e65202786d61662f88922df9a6f4262e47,QBH,,,4,2016,Closed,2019,,56b07723b,customer8
506,506,60003062,B2B,TGPP,KVTN,Còn lại,Cửa hàng chuyên doanh,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,8885320401173313e56a76b25116f,Closed,,,6,2016,Closed,2019,,7f15d6df1,customer8
507,507,60003070,B2B,TGPP,KVMTR,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMTR-TN,295a4331d7b9563448cb26d156c04760e99,TTH,,,7,2016,Closed,2019,,ce4cf5ffb,customer8
508,508,60003078,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,79839008d1b2f233b92b7099c53a5,Closed,,,8,2016,Closed,Closed,,1d2e6b6bb,customer689
509,509,60003098,B2B,TGPP,KVMTR,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,4585b1bb2a31aec0adf5bd5a76b875976360015337b9555,QBH,,,10,2016,Closed,Closed,,56333bed8,customer266
510,510,60003119,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,715e63b476b45590e9a5c9ea6cbe77,Closed,,,12,2016,Closed,2019,,71a0153f2,customer8
511,511,60003185,B2B,TGPP,KVMTR,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,1054405b1acb7d2bd0f21ac38433132a01239905fcc5e651,QBH,,,4,2017,Closed,2019,,be62c9bfe,customer8
512,512,60003203,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,146062e12b8bfbd7bc28ce28e85087,Closed,,,7,2017,Closed,2019,,dd1cefa95,customer8
513,513,60003210,B2B,TGPP,KVMTR,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,883cf4593bb7fcef57e9883ae393086605d6dcd84bd1,QTI,,,6,2017,Closed,2019,,edffb75d0,customer8
514,514,60003305,B2B,TGPP,KVMB,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMB,1198afa6d3d328548877639e4e993,Closed,,,12,2017,Closed,2019,,67c3987e9,customer8
515,515,60003527,B2B,TGPP,KVMTR,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,bc8c92518b8e13ef3f46f0f052de4e9f68777606c2b97,QNM,,,11,2018,Closed,Closed,,480b240b3,customer1002
516,516,40000000,B2B,TGPP,KVMT,Cấp 1,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMT,3c6bbe9e60faae2b03600ff35edf3b3afd9dfc19a438ea4f,CTƠ,,,10,2010,,,,c915247c7,customer1754
517,517,40000007,B2B,TGPP,KVMT,Cấp 1,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMT,40919d7fc1a3b6dacbd217edfa904702a5d3c31f1dd226c1,CTƠ,,,10,2010,,,,779b6c049,customer1043
518,518,60000650,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,3f1b0a6c67087a5d04790ac1e45d0dc11d735e77d3,AGG,,,10,2010,Closed,Closed,,e76cfc309,customer1072
519,519,60000663,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,12cf75e8f557494c261f8303c5fa983d1cf125c33834d9,AGG,,,10,2010,Closed,Closed,,417a92c76,customer336
520,520,60000676,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,2aa1b804f7fe795346ccdca2581b7659dccd465a2f26287,AGG,,,10,2010,Closed,Closed,,a8e76e7b0,customer1008
521,521,60000688,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,ce78cf6bf46b4b8bb9836a67ff6ed47ce1ba21d97195239,BLU,,,10,2010,Closed,Closed,,4eb346c49,customer1830
522,522,60000694,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,ca096dc77da5bc9a3f25886c0f4831b258d6af40da60f0bdd,BLU,,,10,2010,Closed,2018,,0c7f697d4,customer6
523,523,60000697,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,24f4fbadf9651405096f775e7df66ade97a29d4c101585b1,BLU,,,10,2010,Closed,Closed,,46221199e,customer484
524,524,60000710,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,5d4887dc45b82a413ee3f7098a1d30557741e76a5357d5,CMU,,,10,2010,Closed,Closed,,e4bf48d2f,customer1265
525,525,60000711,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,1c8f8bab9252c18f54b9df89c6b4000dc906a4d,CMU,,,10,2010,Closed,2018,,967c35b32,customer6
526,526,60000713,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,1b2f92dd0a84aa959caa7f0cdc130b7aeca8d4b,CMU,,,10,2010,Closed,Closed,,5efdf3e40,customer413
527,527,60000715,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,36c8164166dc90f9f6ee31fc18de1879ab04fccce1b0d,CMU,,,10,2010,Closed,Closed,,7e7af4383,customer1964
528,528,60000716,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,41af846796f2684085da894455b27c47895,CMU,,,10,2010,Closed,Closed,,ee9be87ca,customer378
529,529,60000722,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,694b1c8eef86dd547c24a1e54c18e6deaa713f6b149dc8a01,KGG,,,11,2010,Closed,Closed,,c32d93340,customer243
530,530,60000758,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,3de10593edaf45a8cb5961bfa32f5,Closed,,,11,2010,Closed,Closed,,973f2bc2f,customer1375
531,531,60000768,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,410006260fe0e9738073969e777815,Closed,,,10,2010,Closed,Closed,,a8030666c,customer1191
532,532,60000781,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,4fe8db8a6a70cd4b4a5fc6739d449,Closed,,,10,2010,Closed,Closed,,b1486ceab,customer424
533,533,60000792,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,8ec85f06d9c1b84053384a2120d77,Closed,,,10,2010,Closed,Closed,,f38c1875d,customer797
534,534,60000796,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,755a9cded50e10d1a2a2bb419ed,Closed,,,10,2010,Closed,Closed,,e934a7bda,customer927
535,535,60000797,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,a6e443e721ec04e2a8f77f0f01d87,Closed,,,10,2010,Closed,Closed,,66c415012,customer204
536,536,60000798,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,6e438d248ada28c459c562651ef5,Closed,,,11,2010,Closed,Closed,,8c80525f7,customer1175
537,537,60000804,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,2fa9eb04063086533149090d4aa19,Closed,,,10,2010,Closed,Closed,,77d49cbd0,customer582
538,538,60000805,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,37cf0abc6447dd69c07061d86c3e5d,Closed,,,10,2010,Closed,Closed,,5d3d0f100,customer1962
539,539,60000808,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,42340488cb24782ed76bafa0eec975,Closed,,,10,2010,Closed,Closed,,84a09441d,customer765
540,540,60000809,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,5b5b54480f11d97c1b80556722416d,Closed,,,10,2010,Closed,Closed,,c9266065d,customer1601
541,541,60000813,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,abd282af293c797137d47f913c8ec884dfce4b4d00eac5f,KGG,,,10,2010,Closed,Closed,,3b62e15bf,customer611
542,542,60000819,B2B,TGPP,KVMT,Cấp 2,Cửa hàng chuyên doanh,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,4881bc6d52c11f7cfa74aa55fed4f16cb2f9a545e5cbd35,KGG,,,10,2010,Closed,Closed,,f0f5f9c98,customer1538
543,543,60000826,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,32207bd8959ff921fe95c9f64983677aeaeead25f586d43,KGG,,,10,2010,Closed,Closed,,04f2b45e5,customer1404
544,544,60000827,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,5df901968a5ea2ccfa2044e2b6194df2a6fbcb,KGG,,,11,2010,Closed,Closed,,e996185e4,customer1806
545,545,60000835,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,8133435d56966531b821583099342f0cf0c8f20c6837b,KGG,,,10,2010,Closed,Closed,,32acecf43,customer237
546,546,60000844,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,2ee7084c2ba3637f2420c4f5ab1b585e8f5cadcc0985989f,STG,,,10,2010,Closed,Closed,,4626a674b,customer527
547,547,60000848,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,17a72a6f5c58d4ac6a4dc5042f0b0461f2edb9b0565,STG,,,10,2010,Closed,Closed,,bf71b7653,customer462
548,548,60000851,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,64e8d73ad9b3ab20d0b97b38c5f49663355a68f9cb1,STG,,,10,2010,Closed,Closed,,d664ea7e7,customer1744
549,549,60000852,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,7bd5a7793480247996c922f6b521a0a8fa4b55f3b160515,STG,,,10,2010,Closed,Closed,,b6dec3fbe,customer1976
550,550,60000860,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,22cc6c79136a5b7159b8c4119545863ce33af496946ebe1,STG,,,10,2010,Closed,Closed,,6d2eca696,customer414
551,551,60000863,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,8ad64a985c02237b9f09edfc3751884fc8b0dcb9120fd1,TVH,,,10,2010,Closed,Closed,,72e362436,customer1758
552,552,60000865,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,3a4453988f91bd5ba0a76e5c5df85d678b01c597efe1,TVH,,,10,2010,Closed,Closed,,8c53d7535,customer1839
553,553,60000890,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,a140d1691939ee837034df116b1e3ca5e9ba001,TGG,,,10,2010,Closed,Closed,,a6489c083,customer1473
554,554,60000901,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,2d330547c50e4439343c5ba1dcd7749ead5438e4c9,VLG,,,10,2010,Closed,Closed,,0e92b2dde,customer1593
555,555,60000902,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,58e005aad879e0805a95623cb5161e539cf0c4b561,VLG,,,11,2010,Closed,Closed,,af9af02e9,customer1808
556,556,60000905,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,ff3aa5603c183b9b3dac122105253a07ca77a64f,VLG,,,10,2010,Closed,Closed,,c6bf597cf,customer280
557,557,60000911,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,d98f142545307c599975bae50e6042a83a3264f,VLG,,,10,2010,Closed,Closed,,4590c7784,customer1414
558,558,60001422,B2B,TGPP,KVMT,Cấp 1,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMT,71bde130f830fa00a2bfa2a875a7b95605d4f85b7cb445d7,CTƠ,,,12,2010,,,,6e65916ea,customer763
559,559,60002409,B2B,TGPP,KVMT,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMT,5b6da5fe8247bd108c51c20f0f3b3c9ba6a00422c6c8cd41,AGG,,,7,2013,Closed,Closed,,71b3a08d8,customer833
560,560,60002451,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,1ea189a21fff55fac17ee058ebbe31,Closed,,,11,2013,Closed,2018,,3bec851ac,customer6
561,561,60002637,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,96dfb28ff3f390f024ea3bcd40c3f,Closed,,,7,2014,Closed,Closed,,c0b66dd54,customer1313
562,562,60002750,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,3db8f962dd8a461d0ff64a486099,Closed,,,1,2015,Closed,Closed,,c9af4e236,customer1886
563,563,60002803,B2B,TGPP,KVMT,Cấp 1,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMT,271d126ccbec58724ab8c7558d2d389c842e0b3d5de03bd,CTƠ,,,4,2015,,,,8f22ee83d,customer731
564,564,60002815,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,2ca42c99aba67c155bcf4a9302ebf,Closed,,,5,2015,Closed,2018,,c66462525,customer6
565,565,60002907,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,6817e69bf042a021f58eea86e0e392a628bccab35,CMU,,,8,2015,Closed,Closed,,80cf0d235,customer1617
566,566,60002972,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,a2bf7fd4018ad3d52b34c752707d566bbc60fe223,BLU,,,1,2016,Closed,2018,,6a86634ba,customer6
567,567,60003267,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMT,2342e146c855289c3fa8c680c909812dca0b41638405,BLU,,,10,2017,Closed,Closed,,5bfdee2a9,customer1993
568,568,60003380,B2B,TGPP,KVMT,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMT,1894d27af93e483b6494a8c52dc8f,Closed,,,5,2018,Closed,Closed,,039785f05,customer1491
569,569,30000075,B2B,TGPP,KVTN,Cấp 2,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMTR-TN,a0bb51803185c8cb025e1825ede3e84b7fe7878c098e5d4aea2d741e9,ĐLK,,,1,2011,,,,6a3789c55,customer1258
570,570,30000108,B2B,TGPP,KVTN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMTR-TN,1062d7b0f32965a2b13d5c7b23f2bb,Closed,,,8,2013,,,,56b79462c,customer2030
571,571,30000109,B2B,TGPP,KVTN,Cấp 2,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMTR-TN,579b2ef9fa86c6a39a98ad4bb965b4f0e8362a0db3b8c6d1a3aa4efc5d,ĐLK,,,8,2013,,,,005b8205b,customer241
572,572,30000110,B2B,TGPP,KVTN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMTR-TN,4f49cf03dae6f7b1c332fd54711b5,Closed,,,8,2013,,,,6e2d178ce,customer725
573,573,30000111,B2B,TGPP,KVTN,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNMTR-TN,dddec6195e17537b2960ae51d3fbd,Closed,,,8,2013,,,,7e8fea6cc,customer863
574,574,60000926,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,3622f9285928b904227411fdc1c11,Closed,,,10,2010,Closed,2019,,825931589,customer15
575,575,60000932,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,65237bac89b5cd0cb3d80f7996655,Closed,,,10,2010,Closed,2019,,5b14a8ea7,customer11
576,576,60000935,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,ba7cc11ade5c116751603653caddb,Closed,,,10,2010,Closed,2019,,d996b5c2c,customer11
577,577,60000936,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,350f60052b2c492a10e0027893351,Closed,,,10,2010,Closed,2019,,669d604b0,customer15
578,578,60000938,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,7416aa72f02c436aeeeda1280b995f,Closed,,,10,2010,Closed,2018,,8b664b3d0,customer2
579,579,60000940,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,556bbc3512ae98d6c7ef205bf7143,Closed,,,10,2010,Closed,2019,,11a22b12b,customer11
580,580,60000941,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,5e80483a975c1bda9f30e40fa1c47,Closed,,,10,2010,Closed,2019,,25c0b04e5,customer11
581,581,60000942,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,b2138b66db57189f79f2084405d4d5,Closed,,,10,2010,Closed,2019,,dc07eba17,customer11
582,582,60000952,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,14b24ed48a6ee27233d36518b36d3,Closed,,,10,2010,Closed,2019,,be27ac08f,customer11
583,583,60000955,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,724e3a5cea5a4c49e1a9a4747c29a9,Closed,,,10,2010,Closed,2019,,9e7e44b4d,customer11
584,584,60000957,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,215059ce8649c5eb3be5346222302d,Closed,,,10,2010,Closed,2019,,97b4d474d,customer15
585,585,60000960,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,51f3d3c67d717f215ef420bd7285,Closed,,,10,2010,Closed,2019,,7bed11144,customer15
586,586,60000963,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,5d51d6457070ae778c33b0cccdc7,Closed,,,10,2010,Closed,2019,,b4a46af3a,customer11
587,587,60000968,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,21ba3e58dd2df1b96c65fed3665d3,Closed,,,10,2010,Closed,2019,,53d77c8ab,customer11
588,588,60000970,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,4ad7b4fff0f3901b52361b6d8dc55,Closed,,,10,2010,Closed,2019,,ba23f3b0e,customer15
589,589,60001004,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,2bc8006f7bb2a95e0f0435fe0cff3,Closed,,,10,2010,Closed,2019,,babae45ff,customer11
590,590,60001018,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,1154a95ff4c82d0dfe9600d810384b,Closed,,,10,2010,Closed,2019,,6014ab0ae,customer11
591,591,60001038,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,8716b21a65cb3a1949ae894b654f,Closed,,,10,2010,Closed,2019,,92c309b24,customer15
592,592,60001047,B2B,TGPP,KVTN,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMTR-TN,2e47e9673e7f4618e26fa3b95470fb732425e2fc3e8a7,LĐG,,,10,2010,Closed,2019,,acc5bd879,customer15
593,593,60001048,B2B,TGPP,KVTN,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMTR-TN,3953b180958ebc3183d9282cfc52ff6cf4be44cbae143,LĐG,,,10,2010,Closed,2019,,2c238faf6,customer11
594,594,60001053,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,2c5ccb3222b593c9afe3b6788c05d7f71a7bd0ec5,GLI,,,10,2010,,,,f3c6cb35e,customer1740
595,595,60001060,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,aea1b5e049b4547f827a8a843eb6c4249d49,LĐG,,,10,2010,Closed,2019,,e44deb3c4,customer11
596,596,60001073,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,b9577ff730b89329bcd788a08c864511cdb3faec200afe85d,LĐG,,,11,2010,Closed,2019,,fcadf5b4e,customer15
597,597,60001080,B2B,TGPP,KVTN,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMTR-TN,ff04ee69421f785c7ccff2c1a62aec1d86b4b0b00a47,LĐG,,,10,2010,Closed,2019,,64794141e,customer15
598,598,60001083,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,a42f83219bee61ab962fd8b40c011,Closed,,,10,2010,Closed,2019,,5d34583d6,customer11
599,599,60001099,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,3c2d65e18cb6612c0623b37a6523a18d28505f63,KTM,,,10,2010,Closed,2018,,a9a505b0f,customer2
600,600,60001111,B2B,TGPP,KVTN,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMTR-TN,7c18d5dbb8350a857052f5d9aea6db64609b97243,PYN,,,10,2010,Closed,2019,,ee2a7633d,customer11
601,601,60001120,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Khác,CNMTR-TN,5db7f19ccaea7c377168c0219a2e7,Closed,,,11,2010,Closed,2018,,af1fcbb3d,customer2
602,602,60001126,B2B,TGPP,KVTN,Cấp 2,Đại lý,Mua đứt bán đoạn,,Độc lập,Nội thành,CNMTR-TN,2e2e9226dc7f8b77a139a0983d04f328479c2e568a64cd,LĐG,,,10,2010,Closed,2019,,9efb4054b,customer15
603,603,60001132,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,2f2d7302b512dbe42d7748009da0944b838d4c1a8325,LĐG,,,10,2010,Closed,2019,,f8912e44b,customer11
604,604,60001136,B2B,TGPP,KVTN,Còn lại,Đại lý,Mua đứt bán đoạn,,Độc lập,Nông thôn,CNMTR-TN,bd7a1d7024682ec3e73680255c538e48755b23754965,PYN,,,10,2010,Closed,2018,,aa415ea21,customer2
