Unnamed: 0,index,site_store,b2b_b2c,channel_id,region,city_level,store_concept,trade_term,area_range,store_type,urbanization,branch_area,address_2,address_3,showroom_area,warehouse_area,start_month,start_year,end_month,end_year,note,customer_id,customer_name
670,670,60003158,B2C,ONLINE,Khác,Còn lại,"Sàn thương mại điện tử (Tiki, Shopee, Lazada,…)",Drop-ship,,Online,Khác,CNTP,7abaa0f1aa2706eebc67555dbdfd5,Closed,,,3,2017,,,,c5dfafb3d,customer1994
671,671,60003160,B2C,ONLINE,Khác,Còn lại,"Sàn thương mại điện tử (Tiki, Shopee, Lazada,…)",Drop-ship,,Online,Khác,CNTP,16cf1de18df79be9567ddd9a5bb19,Closed,,,3,2017,,,,e477d2c10,customer1737
672,672,60003162,B2C,ONLINE,Khác,Còn lại,Website bán hàng online của B,Drop-ship,,Online,Khác,CNTP,19dd5c231dc0b214bcc638423991ab,Closed,,,3,2017,,,,bfba537de,customer1545
673,673,60003163,B2C,ONLINE,Khác,Còn lại,Website bán hàng online của B,Drop-ship,,Online,Khác,CNTP,543ed748f200fa14a8f5bc44db31,Closed,,,3,2017,,,,1a1c16327,customer1529
674,674,60003164,B2C,ONLINE,Khác,Còn lại,"Sàn thương mại điện tử (Tiki, Shopee, Lazada,…)",Mua đứt bán đoạn,,Online,Khác,CNTP,96a294f8d7e257d27da3bd1e841f,Closed,,,3,2017,,,,9847d4248,customer1434
675,675,60003217,B2C,ONLINE,Khác,Còn lại,"Sàn thương mại điện tử (Tiki, Shopee, Lazada,…)",Drop-ship,,Online,Khác,CNTP,15946c54e6fcb6d4af0de91220d0b1,Closed,,,7,2017,,,,02757bde1,customer363
676,676,60003260,B2C,ONLINE,Khác,Còn lại,"Sàn thương mại điện tử (Tiki, Shopee, Lazada,…)",Drop-ship,,Online,Khác,CNTP,24d18fa8b7d3f6e48978ecb3f69cf,Closed,,,9,2017,,,,639cb78d1,customer417
677,677,60003335,B2C,ONLINE,Khác,Còn lại,"Sàn thương mại điện tử (Tiki, Shopee, Lazada,…)",Drop-ship,,Online,Khác,CNTP,1afaca6e799a7a6ce5f6e159f1815,Closed,,,1,2018,,,,062d96052,customer1105
678,678,60003350,B2C,ONLINE,Khác,Còn lại,"Sàn thương mại điện tử (Tiki, Shopee, Lazada,…)",Drop-ship,,Online,Khác,CNTP,118cdbc08ec4edbb9b8e0654985f63,Closed,,,3,2018,,,,e3ee50322,customer922
679,679,60003355,B2C,ONLINE,Khác,Còn lại,"Sàn thương mại điện tử (Tiki, Shopee, Lazada,…)",Drop-ship,,Online,Khác,CNTP,1150b39b969a92b98f12eb9ac1f355,Closed,,,3,2018,,,,fda2d3f0f,customer535
680,680,60003470,B2C,ONLINE,Khác,Còn lại,"Sàn thương mại điện tử (Tiki, Shopee, Lazada,…)",Drop-ship,,Online,Khác,CNTP,9a0fde9dfb39ffa0a6cb1d7554cf61,Closed,,,8,2018,,,,3b59b126d,customer1232
681,681,60003477,B2C,ONLINE,Khác,Còn lại,"Sàn thương mại điện tử (Tiki, Shopee, Lazada,…)",Drop-ship,,Online,Khác,CNTP,391bc321e2e80f95c45dff5489235,Closed,,,9,2018,,,,c910de35c,customer1422
682,682,60003183,B2C,CHTT,Khác,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Mua đứt bán đoạn,,Khác,Khác,CNTP,32e1c7ad94699ee4ef6f9d1a313741,Closed,,,,,,,,dd5aaaaef,customer475
683,683,60003605,B2C,ONLINE,Khác,Còn lại,Website bán hàng online của B,Drop-ship,,Online,Khác,CNMN,7f51b3033c1d5ad5061c3c2c282153,Closed,,,5,2019,,,,49a6a5718,customer41
684,684,60003500,B2C,ONLINE,Khác,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Drop-ship,,Online,Khác,CNTP,4eb7d41dcd4c511fe48b162c322649,Closed,,,10,2018,,,,cd748992a,customer704
685,685,60003651,B2C,ONLINE,Khác,Còn lại,"Các mã khách bán lưu động, khách sĩ vãng lại và các mã khách cá nhân",Drop-ship,,Online,Khác,CNTP,662dd1a6b1beb6557343a19ec19ef,Closed,,,9,2019,,,,8c08986fd,customer2035
686,686,1101,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,> 200 m2,Độc lập,Nội thành,CNMN,cc6e1343cd53f664359ed1aa7,HCM,286.75,113.75,12,2014,,,,dd5a95cfa,customer208
687,687,1101,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,> 200 m2,Độc lập,Nội thành,CNMN,15c1f69df2a441181e1962333,HCM,286.75,113.75,12,2014,,,,f56cfa95a,customer801
688,688,1102,B2C,CHTT,KVMN,Cấp TW,Cửa hàng chuyên kinh doanh các sản phẩm giảm giá,Drop-ship,,Pop - up,Nội thành,CNMN,15d1698c0d93bcfc383e3a4c9,HCM,,,,,,,,590a310a8,customer1895
689,689,1103,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,14df652a1ba7f217940d74bb9a28cacf612c3d654d6dce90df,HCM,126,89.2,12,2015,,,,8a6174afa,customer1351
690,690,1103,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,992a859b1f27dafcefcc727259d77aa227221b4eb4003815b,HCM,126,89.2,12,2015,,,,8edb4cbc0,customer355
691,691,1104,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,1f859e269557dedff9f4625da3bf71226b0c391ce9,HCM,130.9,44,11,2015,,,,421de55a1,customer121
692,692,1105,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,2f2516c29cfa26e454f9899a061245aca0a1750847,ĐNI,196,154,6,2015,,,,3dd717588,customer252
693,693,1105,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,a8a248ee824f5c9bcc06651cb029cb3a3fb156045c10f,ĐNI,196,154,6,2015,,,,72682ece9,customer1080
694,694,1106,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMN,2a104cf05cf1389558fa9517d68317c90bc90967b88f9,VTU,97.5,39,1,2015,,,,355c33838,customer164
695,695,1107,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,801a61c5775e9fe447e8ac90c17a999f60219e6cb3a3,ĐNI,100.8,96,8,2015,,,,e0322cb28,customer88
696,696,1108,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,8c89088beee28766c9a59524b,HCM,130,85,6,2021,,,,d2174a5d1,customer94
697,697,1109,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMN,180cdac1c2580d5e348f50ed,HCM,70.4,100.2,10,2009,,,,f374cbb86,customer55
698,698,1110,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,6346d25572cc04ddf1b4225e4899584d38842b56cba6b11cc3,BPC,176,151.4,4,2017,,,,6e1a4fb79,customer1472
699,699,1110,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,29af3569cb1a9410592d477f34366b6479f3a47fb89a489f089f,BPC,176,151.4,4,2017,,,,38d28e8dc,customer1902
700,700,1111,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,beb2a6e3368dc36d1b6f1ae9184e6a74430d28c5dd5,TNH,135,63,10,2014,,,,59230ecf4,customer791
701,701,1111,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,1e1df7533c6ecc335c6c7c7beb9ff6cff265a55ef35d,TNH,135,63,10,2014,,,,9155a1a13,customer1489
702,702,1112,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,1a41bf4e52740ebf835820a798c15eddd2a22d7b9f608eb,HCM,156.8,121.6,12,2014,,,,d25dab86a,customer838
703,703,1112,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,4ba5762111adb99bc53d95c0e4b63ab1c3b848215894ffe7,HCM,156.8,121.6,12,2014,,,,a6f3e0014,customer1773
704,704,1113,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,> 200 m2,Độc lập,TT hành chính kinh tế,CNMN,5e1e2d10a80a024d24839b9455,HCM,230,115,7,2020,,,,a0c1d36b9,customer86
705,705,1114,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Store In Store,Nội thành,CNMN,45f7b6542d941b51c10d19b8323292f8f601ccd8e32d4e44a548d8f587b,BDG,57.8,11.05,9,2010,,,,2ac4efa41,customer124
706,706,1115,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,ed3f536438f9ae91fdf8c3119,HCM,199.8,43,11,2015,,,,0ad09228f,customer73
707,707,1116,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,7c5487a3a6eeed539f094eaac564ada27d1ced01377,HCM,149.7,88.9,6,2011,,,,2384aef55,customer122
708,708,1117,B2C,CHTT,KVMN,Cấp TW,,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,2d5f76641434ed21c0d7ad6d0395ead3ece27479c8a1eac1,HCM,140,90,9,2023,,,,ddb829703,customer36
709,709,1118,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,71353ee2afb4d866e968b80d1c5d4b2a627a9701e5c223,VTU,136,80,8,2014,,,,240beda7c,customer1564
710,710,1118,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,12981e9c6a85cd7a2602c0704bd9d269f698b81364251,VTU,136,80,8,2014,,,,24d4fb242,customer769
711,711,1119,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,1f7754f22473c485656416ea1aa15d807b053945a11,VTU,126,131.2,10,2011,,,,f426464a2,customer1025
712,712,1119,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,3f53b95085012d39e0a3aa8dd3a95d70c1aea592dad,VTU,126,131.2,10,2011,,,,8f70f7dcf,customer1681
713,713,1120,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMN,6686cf6e3c9c0db4c93fa54a52ff713d10c33ce5797d,LAN,100,140,6,2017,,,,840519b59,customer1018
714,714,1120,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMN,f29590e7d40b8d4ea08c4217d4a12610f074b659af1f,LAN,100,140,6,2017,,,,043c5b716,customer1637
715,715,1121,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMN,8a77410b8225c9bbac4020bb7b6cc45a898ffa2847863786cf,HCM,93.4,89.8,1,2021,,,,4aaf7ee35,customer79
716,716,1122,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMN,c2c2eac15160ad19fe16c69000eb33d92f4b9d061,TGG,127.9,65.5,4,2012,,,,c93dd7759,customer1031
717,717,1123,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMN,8b36e5c3d3c3fed2b219c80b31f8f0d902f34602715df9a3ff5dcce9ab,BDG,77.3,121.44,6,2012,,,,81c0c4b70,customer1606
718,718,1123,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMN,c102573938fe727935225c9041ac8955d3ad17bcad6571de8832decf5cf,BDG,77.3,121.44,6,2012,,,,ef98327a1,customer1549
719,719,1124,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,10f9a97656b240e2a59d6f12ee0d4596a8b0e0c4b7,TGG,166.8,125,7,2012,,,,af943870d,customer636
720,720,1124,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,22a13a57272f9e19ea54a97a5d40513f5d2d41a91,TGG,166.8,125,7,2012,,,,e4181755d,customer1875
721,721,1125,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,14af32250f1c21ba046e012a1c532ceac109e57ac34fe4a2fb,HCM,119.1,71.6,6,2012,,,,d00a9c716,customer549
722,722,1126,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,734ba3f9b97a6426a721199713f9,HCM,131.7,73,9,2012,,,,4aa7f3162,customer134
723,723,1127,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,816132d86d6872597b483dd768b692f78463f5ef89cb,BTE,120,120,1,2017,,,,fd15d3401,customer1783
724,724,1127,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,f4da8175c774dfcf7fd9d4d2dc5acabe25045c0f1b7,BTE,120,120,1,2017,,,,132d2b8ba,customer737
725,725,1128,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,478c7591663aa696929a5ec6aea4deb289c9d66d407883b,HCM,146,95,6,2016,,,DO DI DỜI ĐỊA ĐIỂM KHÁC NÊN TÁI KHAI TRƯƠNG 22.02.23,3378cffd7,customer120
726,726,1129,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMN,1292fdc07ce509b6df894f6c1e815d2d6ac142ff0b30891d,ĐNI,96,70.6,6,2016,,,,61779b1e7,customer56
727,727,1130,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,685aea5f5bace3e794917942aefb,HCM,119.8,63,7,2016,,,,8e5c342e2,customer136
728,728,1131,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,31937e5ab4ca21666d0137d11d5f6a68a4c74f97bd615815c7,BTN,144,81,1,2017,,,,552e3cbc8,customer59
729,729,1132,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMN,15dbcf11a0451f35edfb828488b6403ad87544c6fc8c85d,VTU,120,120,12,2018,3,2021,,5dd0901d7,customer1514
730,730,1132,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMN,f86b9bb7909587f870e6576bc67430cf14a8188d2502079,VTU,120,120,12,2018,3,2021,,05d6e8f80,customer1552
731,731,1133,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,1f02ddd62f38a4c51f3642ef11d3594e2465c76433,HCM,112.5,208,11,2017,,,,1a3b356c3,customer1483
732,732,1133,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,9b393064ba2484eaf12ce249992aaacba3cecfde1,HCM,112.5,208,11,2017,,,,1b091d2f4,customer1219
733,733,1134,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,b6411563618ac3039fdc68ea73d0c037b4a85fd,LAN,153,90,5,2017,,,,20c3e0442,customer1533
734,734,1135,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,7eeb0cab885cbbb056a5ad4ed153852a4d0cf562d,HCM,169,180,7,2017,,,,3f4946b49,customer1363
735,735,1135,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,1940437b3064731b188758eb2a1da36e5a03f820af,HCM,169,180,7,2017,,,,d763637cd,customer307
736,736,1136,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,13eed3bf5a5d199c94bbaa35d976d82ba61cd2e101b,HCM,144.48,67.1,12,2017,,,,bc07ddb8b,customer154
737,737,1137,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,a2381ca30d2574a6b64f1ece3,HCM,150,93.2,12,2017,,,,12402aac9,customer48
738,738,1138,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMN,1498b80ae0ac48f9c24bee5b0daaecdfa504431491b39e8fd9,BTE,130,130,1,2018,,,,035bf6bb7,customer990
739,739,1138,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMN,6c7edbe340af0fd117b977a4414fe8c8c53b735f227d5363dd,BTE,130,130,1,2018,,,,8321ff354,customer461
740,740,1139,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,13fd12200b555719d53a2a507f5a8d223034b6b83,HCM,146,30.8,4,2018,,,,7113070f4,customer1641
741,741,1140,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,1730dba553af60a07c6cbfe557c4a19364f054eb7,HCM,102,408,6,2018,,,,8e0081de1,customer189
742,742,1141,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,2d61b501bb1d294315ab0dbc8187d137be5fc68cdb,TGG,149.4,104.1,6,2018,,,,28c250139,customer1361
743,743,1141,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,ce1811783017e94d9f8774303cc65177c4a3793b,TGG,149.4,104.1,6,2018,,,,0c54d30e4,customer1051
744,744,1142,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMN,18ceb07361922a84a1cbf58d91f8d0525410a699596a17f,TNH,130,46.75,8,2018,,,,84dc216d6,customer52
745,745,1143,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,349e483d6e53ee25fcd204e6f9afbcf94967061b3f1f4a697,HCM,153,82.5,11,2018,,,,47ac386dc,customer193
746,746,1144,B2C,CHTT,KVMN,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMN,18c4e633dce0db3b31a483dd4eb2c8f28548166701307,ĐNI,141.8,74.52,4,2018,,,,beead8b7f,customer92
747,747,1145,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMN,d1414e346b8e716d9f04dc410d1941cd75264e883abbff3,BTE,120,80,11,2018,5,2020,close,d8916eb97,customer141
748,748,1146,B2C,CHTT,KVMN,Còn lại,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nông thôn,CNMN,dd36d8e8875e1b5e1c950f00be057834ddcc5a8c4cae9caaa23,TNH,122,80,12,2018,,,,0467e2cbc,customer195
749,749,1148,B2C,CHTT,KVMN,Cấp TW,Cửa hàng B thông thường,Drop-ship,150 m2 < và <= 200 m2,Độc lập,Nội thành,CNMN,241f2deb218e4c48094bf0d591bfb0401d69b613b35,HCM,162,200.55,12,2018,,,,0475c4442,customer1667
750,750,1201,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,7e381ea6c2726e3cd80b2d1e71474cf8acca5c268a897,HNI,112,83,3,2009,,,,6f665f25d,customer135
751,751,1202,B2C,CHTT,KVMB,Cấp 1,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,1530450910bb0aadb1973bd1768594c1b6ce3850d,HPG,98,98,4,2014,,,,d04882f44,customer50
752,752,1203,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,f881bce3c2553cb415c59d5c50ec973cae323f4e7cf4ccf,HNI,54,129,10,2015,,,,f763fca95,customer176
753,753,1204,B2C,CHTT,KVMB,Cấp 1,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,273711cf83e6a31d8d0db92ac577f78c52e633e4b7,HPG,84,96,9,2015,,,,d05ee67e3,customer1442
754,754,1205,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Store In Store,Nội thành,CNMB,1e7580811917d04949a0d7d7f6320fafe2cb9972cbf91,VPC,55.35,21.15,3,2012,,,,194ac9bcf,customer98
755,755,1206,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,99b76483e4254a55caea7052bddfbfd142061116eb0685f,BGG,62.64,105.36,4,2015,,,,2f069943a,customer51
756,756,1206,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,48357980c5b00643c14b36c3cb126e4bf3a63959e5c9e43,BGG,62.64,105.36,4,2015,,,,3987d10fc,customer51
757,757,1207,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,dc04ddd6b662f7943c82f3789bb087c299b2951f56e747,HNI,72,72,7,2018,,,,d27d18a3a,customer151
758,758,1208,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,161f8873b85694a1e804868299df5320760cec27167,HNI,75,44,10,2013,,,,c5201e956,customer95
759,759,1209,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,3461f06164e7ce738288436e4e6b6372242d1b4cb,HNI,79.04,68,5,2018,,,,659e8da9d,customer58
760,760,1210,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,8b5906dc4870c55dd599088ef9c4205547a7f5bbcbe0686d,TQG,108,36,9,2017,,,,b361b9eeb,customer453
761,761,1210,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,fcc5cdfbffa1a619982a0799d71aa94a33f9ad26b389943ff,TQG,108,36,9,2017,,,,638c5f3ca,customer1046
762,762,1211,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,1f383b2f7e13964618e684d8063b7feed13136a5844c2029e4f,HNI,107,85,1,2015,,,,c888fa214,customer105
763,763,1212,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,a40abe25eeed42ca55a9387eab6da104b1024a9645061,VPC,72,221,4,2016,4,2022,CLOSED,7da0caa80,customer112
764,764,1212,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nội thành,CNMB,3b7d18dcb47cacba483ffd698eaf8bdc45467aaf9e1a3,VPC,72,221,4,2016,4,2022,CLOSED,8b3af0490,customer112
765,765,1213,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,5d31648c0ac61f2f796c397000e0fe12f1d17e442c0c7d31755,TNN,103.24,52.25,8,2016,,,,870bd12f5,customer1239
766,766,1213,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,1220d329a6424917569cc2d249693b7546bb054d617a9c1e7e3,TNN,103.24,52.25,8,2016,,,,37fc586be,customer1595
767,767,1214,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,3d1a3d72ba750e4f3b2dc0e26ed4f48e96967b22563b7,NBH,126.8,121,7,2017,,,,90a132d97,customer382
768,768,1214,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,3a369f3e51df0063c9f2eeccdf04c9dc22ad6fa4c37f3,NBH,126.8,121,7,2017,,,,f7eb9e3a3,customer1940
769,769,1215,B2C,CHTT,KVMB,Cấp 2,Cửa hàng B thông thường,Drop-ship,50 m2 < và <= 100 m2,Độc lập,Nông thôn,CNMB,1246186f4edb5daaf877c65f17760308c7eb8090f7,HPG,86.1,91.8,8,2018,,,,367a5f155,customer103
770,770,1216,B2C,CHTT,KVMB,Cấp TW,Cửa hàng B thông thường,Drop-ship,100 m2 < và <= 150 m2,Độc lập,Nội thành,CNMB,35e880f56432be1e19fd7a8c4ee937a88868dcb297e1f,HNI,132,84.876,5,2018,,,,5ee775937,customer638
